file_id	id	entity	start_offset	end_offset	note	CUI	CODE	sentence	STR	type	part	SAB
S2306-41022017000500217	T53	dolor	938	943	C0030193, C0234238	C0030193	R52	Pacientes con fractura de radio distal tratados con clavos percutáneos e inmovilización fueron incluidos al azar en dos grupos. Grupo 1 infiltrado con 1.0 ml de sulfato de magnesio y 1.5 ml de agua estéril; en el grupo 2 esta última fue sustituida por 1 ml de bupivacaína (5 mg/ml). La infiltración se realizó al retiro de la inmovilización. El dolor, funcionalidad y rangos de movimiento fueron evaluados.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2306-41022017000500217	T54	dolor	1160	1165	C0030193, C0234238	C0030193	R52	20 pacientes, ocho masculinos y 12 femeninos con edad promedio de 53 años (± 17 DE) fueron evaluados. Se encontró disminución significativa en el dolor al primer minuto y a los tres minutos después de la infiltración en el grupo 2 (p < 0.05). Ambos grupos presentaron una mejoría significativa en la funcionalidad articular a las dos semanas (p < 0.05), así como una mejoría gradual en la movilidad articular en ese mismo período (p < 0.05).	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2306-41022017000500217	T59	dolor	1563	1568	C0030193, C0234238	C0030193	R52	La infiltración de sulfato de magnesio en combinación con bupivacaína ayuda a disminuir el dolor.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2307-04202019000200019	T3	cáncer colorrectal	148	166	C0346629, C1319315, C0009402	C0346629	C18.9	Efecto de los protocolos perioperatorios de recuperación mejorada y convencional sobre la glicemia y el porcentaje de linfocitos en pacientes icon cáncer colorrectal en el Instituto Nacional del Cáncer “Prof. Dr. Manuel Riveros”	Neoplasia maligna de colon, no especificada	abstracts	train	ICD10CM_WIKI
S2307-04202019000200019	T16	cáncer colorrectal	778	796	C0346629, C1319315, C0009402	C0346629	C18.9	Comparar el efecto de los protocolos perioperatorios de recuperación mejorada y convencional sobre la glicemia y el porcentaje de linfocitos en pacientes con cáncer colorrectal.	Neoplasia maligna de colon, no especificada	abstracts	train	ICD10CM_WIKI
S2307-04202019000200019	T18	cáncer colorrectal	928	946	C0346629, C1319315, C0009402	C0346629	C18.9	Se realizó un ensayo clínico cuasi-experimental, no aleatorizado sin enmascaramiento, de 34 pacientes con cáncer colorrectal sometidos a cirugía abierta. Un grupo control con manejo convencional (n=18) y el grupo de intervención (n=16) en quienes se aplicó el protocolo de recuperación mejorada; la variable de resultado fue la glicemia y el recuento de linfocitos; se midieron otras variables clínicas como complicaciones y demográficas.	Neoplasia maligna de colon, no especificada	abstracts	train	ICD10CM_WIKI
S2340-98942017000100021	T2	Diabetes Mellitus Tipo 2	47	71	C0011860	C0011860	E11	Intervenciones farmacéuticas en pacientes con Diabetes Mellitus Tipo 2	Diabetes mellitus tipo 2	abstracts	train	ICD10_WIKI
S2340-98942017000100021	T7	Diabetes Mellitus Tipo 2	347	371	C0011860	C0011860	E11	Evaluar el impacto de las intervenciones farmacéuticas en pacientes con Diabetes Mellitus Tipo 2.	Diabetes mellitus tipo 2	abstracts	train	ICD10_WIKI
S2448-87712016000200005	T46	dolor	1565	1570	C0030193, C0234238	C0030193	R52	Ambos medicamentos son una buena opción para la medicación anestésica. Dexmedetomidina presento mejor separación de los niños de los padres al momento de transferirlos a la sala de quirófano. Pero no es suficiente como para realizar la venopunción sin causar dolor.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712016000300038	T2	nausea y vómito postoperatorio	12	42	C0520909	C0520909	Z98.890	Control de nausea y vómito postoperatorio en pacientes con colecistectomía laparoscópica	Otros estados posprocedimiento especificados	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712016000300038	T4	náusea	94	100	C0027497	C0027497	R11.0	La náusea y el vómito son un problema frecuente en pacientes que reciben cirugía y anestesia. Es un parámetro de inconformidad e insatisfacción para el paciente. La presencia de náusea y vómito originan un costo para pacientes y hospitales, el cual se intenta disminuir cada día. Hay pacientes y cirugías que son más susceptibles de producir el síntoma.	Náuseas	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712016000300038	T5	nausea y vómito	540	555	C0027498	C0027498	R11	Estudio clínico aleatorizado y prospectivo, para evaluar la prevención de nausea y vómito con desxametasona y la combinación de dexametasona/ondansetron. Se estudiaron 60 pacientes divididos en dos grupos. Dexametasona contra la mezcla dexametasona/ondansetron en colecistectomía laparoscópica, mediante la aplicación del modelo de Apfel.	Náusea y vómito	abstracts	train	ICD10CM_SPA
S2448-87712016000300038	T6	vómito	106	112	C0042963	C0042963	R11.10	La náusea y el vómito son un problema frecuente en pacientes que reciben cirugía y anestesia. Es un parámetro de inconformidad e insatisfacción para el paciente. La presencia de náusea y vómito originan un costo para pacientes y hospitales, el cual se intenta disminuir cada día. Hay pacientes y cirugías que son más susceptibles de producir el síntoma.	Vómitos, no especificados	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712016000300038	T9	náusea y vómito	269	284	C0027498	C0027498	R11	La náusea y el vómito son un problema frecuente en pacientes que reciben cirugía y anestesia. Es un parámetro de inconformidad e insatisfacción para el paciente. La presencia de náusea y vómito originan un costo para pacientes y hospitales, el cual se intenta disminuir cada día. Hay pacientes y cirugías que son más susceptibles de producir el síntoma.	Náusea y vómito	abstracts	train	ICD10CM_SPA
S2448-87712016000300038	T20	nausea y vómito	853	868	C0027498	C0027498	R11	La incidencia mayor de eventos de nausea y vómito, se presentó en el grupo de dexametasona. (36 vs 16). Hubo mayor riesgo de nausea y vómito en el grupo de dexametasona (41.6% vs 33.3%). Las mujeres fueron las más afectadas por nausea y vómito, especialmente las más jóvenes.	Náusea y vómito	abstracts	train	ICD10CM_SPA
S2448-87712016000300038	T22	nausea y vómito	944	959	C0027498	C0027498	R11	La incidencia mayor de eventos de nausea y vómito, se presentó en el grupo de dexametasona. (36 vs 16). Hubo mayor riesgo de nausea y vómito en el grupo de dexametasona (41.6% vs 33.3%). Las mujeres fueron las más afectadas por nausea y vómito, especialmente las más jóvenes.	Náusea y vómito	abstracts	train	ICD10CM_SPA
S2448-87712016000300038	T24	nausea y vómito	1047	1062	C0027498	C0027498	R11	La incidencia mayor de eventos de nausea y vómito, se presentó en el grupo de dexametasona. (36 vs 16). Hubo mayor riesgo de nausea y vómito en el grupo de dexametasona (41.6% vs 33.3%). Las mujeres fueron las más afectadas por nausea y vómito, especialmente las más jóvenes.	Náusea y vómito	abstracts	train	ICD10CM_SPA
S2448-87712017000200009	T9	efectos secundarios	327	346	C0041755	C0041755	Y40	Se conoce desde hace muchos años que la administración de lidocaína intravenosa a dosis bajas, produce analgesia y una reducción en el consumo de opioides u otros anestésicos utilizados durante el transanestesico, con mínimos efectos secundarios.		abstracts	train	ICD10_WIKI
S2448-87712017000200009	T13	dolor postoperatorio	457	477	C0030201	C0030201	G89.18	El objetivo del estudio fue estudiar el comportamiento clínico de la lidocaína intravenosa para control del dolor postoperatorio en las primeras horas de cirugía.	Otros tipos de dolor agudo posprocedimiento	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712017000200009	T41	dolor	1056	1061	C0030193, C0234238	C0030193	R52	"Se diseñó un ensayo clínico, controlado, aleatorizado, doble ciego. 88 pacientes programados para colecistectomía laparoscópica, bajo anestesia general. Se formaron dos grupos, el grupo ""L"" formado por 44 pacientes, recibió lidocaína 1.5 mg/kg/h. La infusión de lidocaína se inició inmediatamente después de la intubación traqueal y se suspendió al suturar la piel. El grupo ""B"" o grupo control, recibió una infusión de solución fisiológica como placebo. Durante el período postoperatorio inmediato se valoró intensidad del dolor por medio de la Escala Verbal Análoga (EVA), al ingreso a la UCPA, a los 30, 60 y 90 minutos."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712017000200009	T43	dolor	1207	1212	C0030193, C0234238	C0030193	R52	"El grupo ""L"" presento menor índice de dolor leve, moderado y grave, en la mayoría de los momentos de evaluación del dolor, en relación al grupo control."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712017000200009	T44	dolor	1285	1290	C0030193, C0234238	C0030193	R52	"El grupo ""L"" presento menor índice de dolor leve, moderado y grave, en la mayoría de los momentos de evaluación del dolor, en relación al grupo control."	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-87712017000200009	T47	dolor	1464	1469	C0030193, C0234238	C0030193	R52	La administración de una infusión de lidocaína durante el periodo de mayor estimulación quirúrgica, disminuye la intensidad de dolor en el postoperatorio inmediato.	Dolor, no especificado	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T2	síndrome de distrés respiratorio agudo	44	82	C0035222	C0035222	U07.1	Efecto de la aspirina en la mortalidad del síndrome de distrés respiratorio agudo en pacientes internados en la Unidad de Cuidados Intensivos del Hospital Juárez de México	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T5	SDRA	287	291	C0035222	C0035222	U07.1	Determinar el efecto en la morbimortalidad del uso de la aspirina después de 28 días en pacientes con SDRA.	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T11	SDRA	617	621	C0035222	C0035222	U07.1	Se realizó un ensayo clínico experimental, prospectivo aleatorizado simple durante el periodo comprendido del 01 diciembre de 2015 al 30 de junio de 2016 en la UCI del Hospital Juárez de México. Se incluyeron todos los pacientes que ingresaron a la UCI durante el periodo de estudio con diagnóstico de SDRA y se dividieron en dos grupos de manera aleatoria. Al grupo A se le administraron 100 mg de aspirina además del tratamiento estándar para SDRA y el grupo B sólo recibió tratamiento médico estándar para SDRA. Se cuantificaron los cambios en los valores de PaO2/FiO2, los valores de DA-aO2 y de Cstat, días de ventilación mecánica, así como la asociación de los valores del score APACHE II y su relación con la morbimortalidad en ambos grupos. Se utilizó la prueba estadística T de Student para variables independientes.	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T14	SDRA	760	764	C0035222	C0035222	U07.1	Se realizó un ensayo clínico experimental, prospectivo aleatorizado simple durante el periodo comprendido del 01 diciembre de 2015 al 30 de junio de 2016 en la UCI del Hospital Juárez de México. Se incluyeron todos los pacientes que ingresaron a la UCI durante el periodo de estudio con diagnóstico de SDRA y se dividieron en dos grupos de manera aleatoria. Al grupo A se le administraron 100 mg de aspirina además del tratamiento estándar para SDRA y el grupo B sólo recibió tratamiento médico estándar para SDRA. Se cuantificaron los cambios en los valores de PaO2/FiO2, los valores de DA-aO2 y de Cstat, días de ventilación mecánica, así como la asociación de los valores del score APACHE II y su relación con la morbimortalidad en ambos grupos. Se utilizó la prueba estadística T de Student para variables independientes.	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T16	SDRA	824	828	C0035222	C0035222	U07.1	Se realizó un ensayo clínico experimental, prospectivo aleatorizado simple durante el periodo comprendido del 01 diciembre de 2015 al 30 de junio de 2016 en la UCI del Hospital Juárez de México. Se incluyeron todos los pacientes que ingresaron a la UCI durante el periodo de estudio con diagnóstico de SDRA y se dividieron en dos grupos de manera aleatoria. Al grupo A se le administraron 100 mg de aspirina además del tratamiento estándar para SDRA y el grupo B sólo recibió tratamiento médico estándar para SDRA. Se cuantificaron los cambios en los valores de PaO2/FiO2, los valores de DA-aO2 y de Cstat, días de ventilación mecánica, así como la asociación de los valores del score APACHE II y su relación con la morbimortalidad en ambos grupos. Se utilizó la prueba estadística T de Student para variables independientes.	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
S2448-89092017000400230	T25	SDRA	1596	1600	C0035222	C0035222	U07.1	El uso de aspirina en pacientes con SDRA establecido, independientemente de su gravedad, no disminuye la mortalidad, ni acorta los días de estancia en la UCI o de estancia hospitalaria, como tampoco reduce los días de ventilación mecánica, ni mejora la PaO2/FiO2, la DAaO2 o la Cstat.	COVID-19	abstracts	train	SNOMEDCT2ICD10_SPA
2009-012973-37	T6	leucemia aguda	230	244	C0085669	C0085669	C95.0	Título científico: TK008: Estudio aleatorizado de fase III sobre el trasplante de células hematopoyéticas haploidéntico con o sin una estrategia de apoyo con linfocitos HSV-TK donados, en pacientes con leucemia aguda de alto riesgo.	Leucemia aguda, células de tipo no especificado	eudract	train	ICD10CM_WIKI
2009-012973-37	T8	leucemias agudas	342	358	C0085669	C0085669	C95.0	Indicación científica: Los pacientes aptos para HCT haploidéntico afectados por leucemias agudas en primera remisión completa o remisión completa subsiguiente y con alto riesgo de recaída.	Leucemia aguda, células de tipo no especificado	eudract	train	ICD10CM_WIKI
2009-012973-37	T11	LMA	539	542	C0023467	C0023467	C92.0	- LMA y LLA en primera remisión completa (RC) con riesgo alto de recidiva basado en unos factores pronóstico negativos	Leucemia mieloblástica aguda	eudract	train	ICD10CM_WIKI
2009-012973-37	T12	LLA	545	548	C0023449	C0023449	C91.90	- LMA y LLA en primera remisión completa (RC) con riesgo alto de recidiva basado en unos factores pronóstico negativos	Leucemia linfoide, no especificada, sin haber alcanzado remisión	eudract	train	SNOMEDCT2ICD10_SPA
2009-012973-37	T15	LMA	658	661	C0023467	C0023467	C92.0	- LMA y LLA en segunda RC o RC subsiguiente	Leucemia mieloblástica aguda	eudract	train	ICD10CM_WIKI
2009-012973-37	T16	LLA	664	667	C0023449	C0023449	C91.90	- LMA y LLA en segunda RC o RC subsiguiente	Leucemia linfoide, no especificada, sin haber alcanzado remisión	eudract	train	SNOMEDCT2ICD10_SPA
2009-012973-37	T37	Infecciones	1844	1855	C0009450, C3714514	C0009450	B99.9	1. Infecciones que requieran la administración de ganciclovir, valganciclovir o aciclovir en el momento de la infusión. Los linfocitos HSV-TK se pueden administrar 24 horas después de la suspensión del tratamiento antiviral	Enfermedad infecciosa no especificada	eudract	train	SNOMEDCT2ICD10_SPA
2009-012973-37	T67	menopáusicas	1508	1520	C2919100	C2919100	Z78.0	* Embarazo o lactancia. Los pacientes varones y mujeres con capacidad reproductora (es decir, menopáusicas durante menos de 1 año y sin esterilización quirúrgica) deben utilizar métodos anticonceptivos eficaces durante todo el estudio	Estado de menopausia asintomática	eudract	train	ICD10CM_SPA
2010-020065-24	T10	artritis reumatoide	284	303	C0003873	C0003873	M06.9	Título científico: Un estudio sobre resultados clínicos para evaluar los efectos del bloqueo del receptor de la interleucina 6 (IL-6) con tocilizumab (TCZ) comparado con etanercept (ETA) sobre el índice de acontecimientos cardiovasculares en pacientes con artritis reumatoide (AR) de moderada a grave.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T11	AR	305	307	C0003873	C0003873	M06.9	Título científico: Un estudio sobre resultados clínicos para evaluar los efectos del bloqueo del receptor de la interleucina 6 (IL-6) con tocilizumab (TCZ) comparado con etanercept (ETA) sobre el índice de acontecimientos cardiovasculares en pacientes con artritis reumatoide (AR) de moderada a grave.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T17	artritis reumatoide	444	463	C0003873	C0003873	M06.9	Título público: Un estudio de Roactemra/Actemra (tocilizumab) comparado con Enbrel (etanercept) en pacientes con artritis reumatoide (AR) y aumento de riesgo alto de enfermedades cardiacas.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T18	AR	465	467	C0003873	C0003873	M06.9	Título público: Un estudio de Roactemra/Actemra (tocilizumab) comparado con Enbrel (etanercept) en pacientes con artritis reumatoide (AR) y aumento de riesgo alto de enfermedades cardiacas.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T19	enfermedades cardiacas	497	519	C0018799	C0018799	I51.9	Título público: Un estudio de Roactemra/Actemra (tocilizumab) comparado con Enbrel (etanercept) en pacientes con artritis reumatoide (AR) y aumento de riesgo alto de enfermedades cardiacas.	Enfermedad cardiaca, no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T21	Artritis Reumatoide	545	564	C0003873	C0003873	M06.9	Indicación científica: Artritis Reumatoide (AR)	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T22	AR	566	568	C0003873	C0003873	M06.9	Indicación científica: Artritis Reumatoide (AR)	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T23	AR	645	647	C0003873	C0003873	M06.9	- Pacientes con AR de duración > 6 meses en el momento de la visita inicial.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T25	enfermedad de las arterias coronarias	812	849	C1956346	C1956346	I25.1	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Enfermedad cardiaca aterosclerótica de arteria coronaria nativa	eudract	train	ICD10CM_WIKI
2010-020065-24	T27	EAC	851	854	C1956346	C1956346	I25.1	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Enfermedad cardiaca aterosclerótica de arteria coronaria nativa	eudract	train	ICD10CM_WIKI
2010-020065-24	T29	tabaquismo	870	880	C0040336, C0425291, C1306274	C0040336	F17.290	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Dependencia de nicotina, otro producto de tabaco, sin complicaciones	eudract	train	SNOMEDCT2ICD10_SPA
2010-020065-24	T30	hipertensión	901	913	C0020538	C0020538	I10	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Hipertensión esencial (primaria)	eudract	train	ICD10CM_WIKI
2010-020065-24	T33	EAC	963	966	C1956346	C1956346	I25.1	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Enfermedad cardiaca aterosclerótica de arteria coronaria nativa	eudract	train	ICD10CM_WIKI
2010-020065-24	T34	diabetes	975	983	C0011849	C0011849	E11	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Diabetes mellitus tipo 2	eudract	train	ICD10CM_WIKI
2010-020065-24	T36	AR	1038	1040	C0003873	C0003873	M06.9	- Presencia de uno o más factores de riesgo de enfermedad de las arterias coronarias (EAC), que incluyen tabaquismo (en la actualidad), hipertensión, colesterol HDL bajo, antecedentes familiares de EAC precoz, diabetes, presencia de enfermedad extraarticular asociada a la AR.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T40	AR	1243	1245	C0003873	C0003873	M06.9	- Enfermedad reumática autoinmune distinta de la AR.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T43	AR	1338	1340	C0003873	C0003873	M06.9	- Antecedentes o presencia de enfermedad inflamatoria de las articulaciones distinta de la AR.	Artritis reumatoide no especificada	eudract	train	ICD10CM_WIKI
2010-020065-24	T47	IM	1478	1480	C0027051, C0155626	C0027051	I21.9	- Evidencia actual o reciente (en los últimos 3 meses) de enfermedad cerebrovascular o cardiovascular concomitante grave sin controlar (IM, revascularización, accidente cerebrovascular isquémico, ataque isquémico transitorio o síndrome coronario agudo).	Infarto agudo de miocardio, no especificado	eudract	train	SNOMEDCT2ICD10_SPA
2010-020065-24	T49	accidente cerebrovascular isquémico	1501	1536	C0948008	C0948008	I63.9	- Evidencia actual o reciente (en los últimos 3 meses) de enfermedad cerebrovascular o cardiovascular concomitante grave sin controlar (IM, revascularización, accidente cerebrovascular isquémico, ataque isquémico transitorio o síndrome coronario agudo).	Infarto cerebral, no especificado	eudract	train	SNOMEDCT2ICD10_SPA
2010-020065-24	T50	ataque isquémico transitorio	1538	1566	C0007787	C0007787	G45.9	- Evidencia actual o reciente (en los últimos 3 meses) de enfermedad cerebrovascular o cardiovascular concomitante grave sin controlar (IM, revascularización, accidente cerebrovascular isquémico, ataque isquémico transitorio o síndrome coronario agudo).	Accidente isquémico cerebral transitorio, no especificado	eudract	train	ICD10CM_WIKI
2010-020065-24	T51	síndrome coronario agudo	1569	1593	C0948089	C0948089	I24.9	- Evidencia actual o reciente (en los últimos 3 meses) de enfermedad cerebrovascular o cardiovascular concomitante grave sin controlar (IM, revascularización, accidente cerebrovascular isquémico, ataque isquémico transitorio o síndrome coronario agudo).	Enfermedad isquémica aguda cardiaca no especificada	eudract	train	SNOMEDCT2ICD10_SPA
2011-000945-19	T2	Hepatitis C	100	111	C0019196	C0019196	B19.2	Título público: Registro del seguimiento a largo plazo de sujetos con Hepatitis C que consiguieron una respuesta al tratamiento de un estudio de Gilead.	Hepatitis vírica C no especificada	eudract	train	ICD10CM_WIKI
2011-000945-19	T10	Hepatitis C	427	438	C0019196	C0019196	B19.2	Indicación pública: Hepatitis C	Hepatitis vírica C no especificada	eudract	train	ICD10CM_WIKI
2011-000945-19	T14	hepatitis C	688	699	C0019196	C0019196	B19.2	2. Haber participado previamente en un ensayo promovido por Gilead sobre hepatitis C y haber recibido al menos un AVO de Gilead.	Hepatitis vírica C no especificada	eudract	train	ICD10CM_WIKI
2011-000945-19	T20	hepatitis C	1084	1095	C0019196	C0019196	B19.2	1. Paciente que planea comenzar un nuevo curso de tratamiento contra la hepatitis C, incluido cualquier fármaco o dispositivo en investigación durante el transcurso del Registro del seguimiento.	Hepatitis vírica C no especificada	eudract	train	ICD10CM_WIKI
2011-002784-24	T4	estrongiloidiasis	133	150	C0038463	C0038463	B78	Título público: Estudio que compara diferentes dosis del fármaco ivermectina para el tratamiento de la estrongiloidiasis	Estrongiloidiasis	eudract	train	ICD10CM_WIKI
2011-002784-24	T8	estrongiloidiasis	340	357	C0038463	C0038463	B78	Título científico: STRONG TREAT 1 to 4 - Ensayo clínico multicéntrico randomizado abierto fase III para comparar dosis única versus dosis múltiple de ivermectina en el tratamiento de la estrongiloidiasis	Estrongiloidiasis	eudract	train	ICD10CM_WIKI
2011-002784-24	T9	Infección parasitaria	381	402	C0030499	C0030499	H44.12	Indicación pública: Infección parasitaria	Endoftalmitis parasitaria no especificada	eudract	train	ICD10CM_WIKI
2011-002784-24	T10	estrongiloidiasis	429	446	C0038463	C0038463	B78	Indicación científica: estrongiloidiasis	Estrongiloidiasis	eudract	train	ICD10CM_WIKI
2011-002784-24	T23	estrongiloidiasis	600	617	C0038463	C0038463	B78	"Pacientes de ambos sexos mayores de 5 años y con peso superior a 15Kg. Residencia actual en áreas no endémicas. Diagnóstico de estrongiloidiasis mediante examen parasitológico en heces y/o cultivo Y serología positiva a cualquier título O serología positiva a título ""alto"". Consentimiento informado"	Estrongiloidiasis	eudract	train	ICD10CM_WIKI
2011-003174-89	T2	pancreatitis	73	85	C0030305	C0030305	K85.9	Título público: Profilaxis secundaria tras pancreatitis	Pancreatitis aguda, no especificada	eudract	train	ICD10CM_WIKI
2011-003174-89	T8	cálculos biliares	270	287	C0008350, C0947622	C0008350	K80	Indicación pública: Disolución cálculos biliares	Colelitiasis	eudract	train	ICD10CM_SPA
2011-003174-89	T13	pancreatitis aguda	439	457	C0001339	C0001339	K85.9	- Diagnóstico de pancreatitis aguda: al menos 2 de estos criterios:	Pancreatitis aguda, no especificada	eudract	train	ICD10CM_WIKI
2011-003174-89	T14	dolor abdominal	493	508	C0000737	C0000737	R10.9	a) dolor abdominal	Dolor abdominal no especificado	eudract	train	SNOMEDCT2ICD10_SPA
2011-003174-89	T15	amilasemia	512	522	C0476327	C0476327	R74.8	b) amilasemia o lipasemia mayor de 3 veces el límite superior de la normalidad	Niveles anormales de otras enzimas en suero	eudract	train	SNOMEDCT2ICD10_SPA
2011-003174-89	T16	pancreatitis aguda	623	641	C0001339	C0001339	K85.9	c) prueba de imagen compatible con pancreatitis aguda	Pancreatitis aguda, no especificada	eudract	train	ICD10CM_WIKI
2011-003174-89	T19	colelitiasis	677	689	C0008350	C0008350	K80	- Diagnóstico de etiología biliar: colelitiasis/microlitiasis/barro biliar vesicular diagnosticado por ecografía, TAC, RMN o ecoendoscopia	Colelitiasis	eudract	train	ICD10CM_SPA
2011-003669-14	T11	Daño cerebral	356	369	C0270611	C0270611	S06.9	Indicación pública: Daño cerebral causado por una fuerza externa repentina	Traumatismo intracraneal no especificado	eudract	train	ICD10CM_SPA
2011-003669-14	T12	traumatismo craneoencefálico	470	498	C0018674, C0876926	C0018674	S09.90	Adultos (16 años o mayores) con traumatismo craneoencefálico (TCE):	Traumatismo no especificado de la cabeza	eudract	train	ICD10CM_SPA
2011-003669-14	T13	TCE	500	503	C0018674, C0876926	C0018674	S09.90	Adultos (16 años o mayores) con traumatismo craneoencefálico (TCE):	Traumatismo no especificado de la cabeza	eudract	train	ICD10CM_SPA
2011-005030-19	T3	asma	125	129	C0004096	C0004096	J45	Título público: Estudio clínico para evaluar el uso de un nuevo inhalador VR506 para tratar el asma grave	Asma	eudract	train	ICD10CM_WIKI
2011-005030-19	T11	Asma	512	516	C0004096	C0004096	J45	Indicación pública: Asma	Asma	eudract	train	ICD10CM_WIKI
2011-005030-19	T12	asma	673	677	C0004096	C0004096	J45	Antecedentes clínicos documentados de asma grave que requiere terapia con prednisona/prednisolona	Asma	eudract	train	ICD10CM_WIKI
2011-005030-19	T15	asmáticos	749	758	C0004096	C0004096	J45	Sujetos adultos asmáticos con VEF1 ≥ 40 % del valor pronosticado según las ecuaciones de referencia de la NHANES III para centros de los EE. UU. (Hankinson y otros 1999) y las ecuaciones de referencia de la ECCS (Quanjer y otros 1993) para todos los demás centros.	Asma	eudract	train	ICD10CM_WIKI
2011-005030-19	T18	asma	1200	1204	C0004096	C0004096	J45	- Los sujetos con asma que requirieron ingreso en una unidad de cuidados intensivos y / o ventilación dentro de los 12 meses anteriores	Asma	eudract	train	ICD10CM_WIKI
2011-005030-19	T21	cáncer de pulmón	1336	1352	C0242379, C0684249	C0242379	C34.90	- Antecedentes de cáncer de pulmón	Neoplasia maligna de parte no especificada, bronquio o pulmón no especificados	eudract	train	SNOMEDCT2ICD10_SPA
2011-005684-24	T15	isquémica	449	458	C0022116	C0022116	I24.8	Indicación científica: Lesión medular incompleta, de causa traumática o isquémica.	Otras formas de enfermedad isquémica aguda cardiaca 	eudract	train	ICD10CM_WIKI
2011-005684-24	T37	Enfermedad neoplásica	1665	1686	C1882062	C1882062	D49.9	5) Enfermedad neoplásica actual o bien en los 5 años previos (diagnosticada o tratada).	Neoplasia de comportamiento no especificado de localización no especificada	eudract	train	SNOMEDCT2ICD10_SPA
2011-005684-24	T39	enfermedad sistémica	1768	1788	C0442893	C0442893	R69	6) Pacientes con enfermedad sistémica que represente un riesgo añadido al tratamiento	Enfermedad NEOM	eudract	train	SNOMEDCT2ICD10_SPA
2011-005684-24	T51	Enfermedad neurodegenerativa	2318	2346	C0524851	C0524851	G31.9	10) Enfermedad neurodegenerativa añadida.	Enfermedad degenerativa del sistema nervioso, no especificada	eudract	train	ICD10CM_WIKI
2011-005684-24	T53	drogadicción	2375	2387	C1510472	C1510472	F19.20	11) Historia de drogadicción, de enfermedad psiquiátrica o de alergia a los productos proteicos utilizados en el proceso de expansión celular.	Dependencia de otra sustancia psicoactiva, sin complicaciones	eudract	train	SNOMEDCT2ICD10_SPA
